proveedor,laboratorio,cum,descripcion,precio,iva,principio_activo
SOLINSA FEBRERO,SIEGFRIED,20002482-06,IVERMECTINA 1MG/ML (0.1%) LOC TOP FCOX60ML CX1 (QUANOX) - SIEGFRIED,20890.0,0,IVERMECTINA
SOLINSA FEBRERO,METLEN PHARMA,19980678-01,IVERMECTINA 6MG/ML (0.6%) SOL ORL GTS FCOX5ML CX1 (QUANOX FRESA) - METLEN PHARMA,2145.0,0,IVERMECTINA
SOLINSA FEBRERO,BUSSIE,19938258-05,IVERMECTINA 6MG/ML SOL ORL GTS FCO*5ML (KILOX 0.6%) - BUSSIE,15543.0,0,IVERMECTINA
SOLINSA FEBRERO,ELI LILLY,20112702-01,IXEKIZUMAB 80MG/ML SOL INY C*1 JERPRE X 1ML (TALTZ) - ELI LILLY,2981454.0,0,IXEKIZUMAB
SOLINSA FEBRERO,BLASKOV,20083397-04,KETAMINA 500MG/10ML SOL INY C*1 VIAL X 10ML (KETAKOV) - BLASKOV,13056.0,0,KETAMINA
SOLINSA FEBRERO,TROIKAA PHARMACEUTICALS LIMITED,20048691-01,KETAMINA 500MG/10ML SOL INY VIALX10ML CX1 (KETAMAX) - TROIKAA PHARMACEUTICALS LIMITED,11500.0,0,KETAMINA
SOLINSA FEBRERO,FARMANAL,19902578-01,KETOCONAZOL 1G/100ML (1%) SHAMP FCOX120ML - FARMANAL,16757.0,0,KETOCONAZOL
SOLINSA FEBRERO,FARMANAL,19902578-02,KETOCONAZOL 1G/100ML (1%) SHAMP FCOX250ML - FARMANAL,24281.0,0,KETOCONAZOL
SOLINSA FEBRERO,BIOQUIFAR,19959770-02,KETOCONAZOL 200MG TAB CX250 (FUNGISTEROL) - BIOQUIFAR,181.0,0,KETOCONAZOL
SOLINSA FEBRERO,BIOQUIFAR,20158225-01,KETOCONAZOL 2G/100G (2%) CREM TOP TUBX30G CX1 (FUNGISTEROL) - BIOQUIFAR,3312.0,0,KETOCONAZOL
SOLINSA FEBRERO,BIO ESTERIL,20101631-01,KETOCONAZOL 2G/100G (2%) CREM TOP TUBX30G CX1 (HIDROPIEL) - BIO ESTERIL,2840.0,0,KETOCONAZOL
SOLINSA FEBRERO,BIOQUIFAR,19980603-05,KETOCONAZOL 2G/100ML (2%) SHAMP FCOX100ML CX1 (FUNGISTEROL) - BIOQUIFAR,8800.0,0,KETOCONAZOL
SOLINSA FEBRERO,MEGALABS,19931135-04,KETOCONAZOL 2G/100ML (2%) SHAMP FCOX100ML CX1 (KETOMED) - MEGALABS,26178.0,0,KETOCONAZOL
SOLINSA FEBRERO,SIEGFRIED,213612-04,KETOCONAZOL 2G/100ML (2%) SHAMP FCOX120ML CX1 (SPORUM) - SIEGFRIED,26655.0,0,KETOCONAZOL
SOLINSA FEBRERO,BIOQUIFAR,19980603-06,KETOCONAZOL 2G/100ML (2%) SHAMP FCOX200ML CX1 (FUNGISTEROL) - BIOQUIFAR,12000.0,0,KETOCONAZOL
SOLINSA FEBRERO,PHARMADERM,19919875-07,KETOCONAZOL 2G/100ML (2%) SHAMP FCOX250ML CX1 (OVALE) - PHARMADERM,56000.0,0,KETOCONAZOL
SOLINSA FEBRERO,GENFAR,1982997-01,KETOPROFENO 100MG/2ML SOL INY AMPX2ML CX6 - GENFAR,1150.0,0,KETOPROFENO
SOLINSA FEBRERO,SANOFI,36471-01,KETOPROFENO 100MG/2ML SOL INY AMPX2ML CX6 (PROFENID) - SANOFI,9532.0,0,KETOPROFENO
SOLINSA FEBRERO,EUROFARMA,20158718-06,KETOPROFENO 150MG TAB LIB PRO CX10 (BICERTO) - EUROFARMA,495.0,0,KETOPROFENO
SOLINSA FEBRERO,SANOFI,19962938-03,KETOPROFENO 150MG TAB LIB PRO CX10 (BI-PROFENID) - SANOFI,7000.0,0,KETOPROFENO
SOLINSA FEBRERO,A. MENARINI,208165-08,KETOPROFENO 2.5G/100G (2.5%) GEL TOP TUBX30G CX1 (KETUM) - A. MENARINI,17700.0,0,KETOPROFENO
SOLINSA FEBRERO,GENFAR,11699-02,KETOPROFENO 2.5G/100G GEL TOP TUBX60G CX1 - GENFAR,6500.0,0,KETOPROFENO
SOLINSA FEBRERO,BUSSIE,1990415-03,KETOROLACO 30MG/2ML SOL INY AMPX2ML CX5 (KETRON) - BUSSIE,2362.0,0,KETOROLACO
SOLINSA FEBRERO,GENFAR,53287-02,KETOROLACO 30MG/ML SOL INY AMPX1ML CX10 - GENFAR,1069.0,0,KETOROLACO
SOLINSA FEBRERO,OFTALMOQUIMICA,19955848-01,KETOROLACO 5MG/ML (0.5%) SOL OFT GTS FCO*5ML (KENALGESIC) - OFTALMOQUIMICA,99055.0,0,KETOROLACO
SOLINSA FEBRERO,TECNOQUIMICAS,20027073-01,KETOTIFENO 0.25MG/ML (0.025%) SOL OFT GTS FCOX5ML CX1 (KETOFTAL) - TECNOQUIMICAS,30200.0,0,KETOTIFENO
SOLINSA FEBRERO,BIO ESTERIL,20123792-01,KETOTIFENO 0.5MG/ML (0.05%) SOL OFT GTS C*1 FCO X 5ML (KONOFTAL MAX) - BIO ESTERIL,6000.0,0,KETOTIFENO
SOLINSA FEBRERO,BUSSIE,19926736-01,KETOTIFENO 1MG TAB CX30 - BUSSIE,80.0,0,KETOTIFENO
SOLINSA FEBRERO,ECAR,34539-01,KETOTIFENO 1MG/5ML JBE FCO*100ML - ECAR,2900.0,0,KETOTIFENO
SOLINSA FEBRERO,BIOQUIFAR,19955238-02,KETOTIFENO 1MG/5ML JBE FCOX100ML CX1 (ASMIKET UVA) - BIOQUIFAR,3251.0,0,KETOTIFENO
SOLINSA FEBRERO,BLASKOV,20068280-03,LABETALOL 100MG/20ML SOL INY C*1 VIAL X 20ML (PRESEQUIL 5MG/ML) - BLASKOV,15070.0,0,LABETALOL
SOLINSA FEBRERO,GENLAB,20187323-04,LACOSAMIDA 100MG TAB CX28 (LACOLEP) - GENLAB,627.0,0,LACOSAMIDA
SOLINSA FEBRERO,MONTE VERDE,20093300-20,LACOSAMIDA 100MG TAB CX28 (LACOTEM) - MONTE VERDE,1062.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20010103-02,LACOSAMIDA 100MG TAB CX28 (VIMPAT) - UCB PHARMA S.A.,5367.0,0,LACOSAMIDA
SOLINSA FEBRERO,CYH LAB,20139127-02,LACOSAMIDA 100MG TAB CX30 - CYH LAB,662.0,0,LACOSAMIDA
SOLINSA FEBRERO,GENLAB,20228205-01,LACOSAMIDA 10MG/ML (1%) SOL ORL C*1 FCO X 200ML (LACOLEP) - GENLAB,203450.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20010106-01,LACOSAMIDA 10MG/ML SOL INY C*1 VIAL X 20ML(VIMPAT) - UCB PHARMA S.A.,236478.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20036706-01,LACOSAMIDA 10MG/ML SOL ORL C*1 FCO X 200ML (VIMPAT) - UCB PHARMA S.A.,322282.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20010104-02,LACOSAMIDA 150MG TAB CX28 (VIMPAT) - UCB PHARMA S.A.,7999.0,0,LACOSAMIDA
SOLINSA FEBRERO,CYH LAB,20168748-01,LACOSAMIDA 150MG TAB CX30 - CYH LAB,1292.0,0,LACOSAMIDA
SOLINSA FEBRERO,MONTE VERDE,20093301-04,LACOSAMIDA 150MG TAB CX30 (LACOTEM) - MONTE VERDE,2091.0,0,LACOSAMIDA
SOLINSA FEBRERO,CADILA HEALTHCARE LIMITED,20166087-03,LACOSAMIDA 150MG TAB LIB RET CX30 (LENIZAD) - CADILA HEALTHCARE LIMITED,1960.0,0,LACOSAMIDA
SOLINSA FEBRERO,GENLAB,20187318-04,LACOSAMIDA 200MG TAB CX28 (LACOLEP) - GENLAB,1134.0,0,LACOSAMIDA
SOLINSA FEBRERO,MONTE VERDE,20093302-03,LACOSAMIDA 200MG TAB CX28 (LACOTEM) - MONTE VERDE,2065.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20010105-02,LACOSAMIDA 200MG TAB CX28 (VIMPAT) - UCB PHARMA S.A.,10340.0,0,LACOSAMIDA
SOLINSA FEBRERO,CYH LAB,20139041-02,LACOSAMIDA 200MG TAB CX30 - CYH LAB,1261.0,0,LACOSAMIDA
SOLINSA FEBRERO,UCB PHARMA S.A.,20010102-01,LACOSAMIDA 50MG C*14 TAB (VIMPAT) - UCB PHARMA S.A.,2680.0,0,LACOSAMIDA
SOLINSA FEBRERO,CYH LAB,20168747-01,LACOSAMIDA 50MG C*30 TAB - CYH LAB,535.0,0,LACOSAMIDA
SOLINSA FEBRERO,MONTE VERDE,20093299-02,LACOSAMIDA 50MG TAB CX14 (LACOTEM) - MONTE VERDE,888.0,0,LACOSAMIDA
SOLINSA FEBRERO,MEDIFARMA,20055559-18,LACTATO DE RINGER SOL INY BOLX3000ML (HARTMANN) - MEDIFARMA,19936.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,BAXTER,206795-02,LACTATO DE RINGER SOL INY BOLX3000ML CX6 (HARTMAN REF:ARB7487) - BAXTER,26910.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,FRESENIUS KABI,19942561-06,LACTATO DE RINGER SOL INY BOLX500ML CX34 (HARTMANN KABIFLEX) - FRESENIUS KABI,2523.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,FRESENIUS KABI,19942561-03,LACTATO DE RINGER SOL INY BOLX500ML CX36 (HARTMANN) - FRESENIUS KABI,2523.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,BAXTER,32606-03,LACTATO DE RINGER SOL INY C*20 BOL X 1000ML (HARTMAN REF:ARB2324) - BAXTER,4113.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,BAXTER,32606-02,LACTATO DE RINGER SOL INY C*40 BOL X 500ML (HARTMAN REF:ARB2323) - BAXTER,2509.0,0,LACTATO DE RINGER
SOLINSA FEBRERO,ADARE PHARMACEUTICALS,19959454-03,LACTOBACILLUS LB 170MG CAP CX12 (LACTEOL FORT) - ADARE PHARMACEUTICALS,5910.0,0,LACTOBACILLUS LB
SOLINSA FEBRERO,ADARE PHARMACEUTICALS,19959451-02,LACTOBACILLUS LB 340MG POL ORL SOB CX6 (LACTEOL FORT) - ADARE PHARMACEUTICALS,6970.0,0,LACTOBACILLUS LB
SOLINSA FEBRERO,LAFRANCOL,50786-02,LACTULOSA 66.7G/100ML SOL ORL FCO*200ML (DUPHALAC) - LAFRANCOL,58589.0,0,LACTULOSA
SOLINSA FEBRERO,HUMAX,20087761-01,LACTULOSA 66.7G/100ML SOL ORL FCO*240ML (CONSTILAX 66.7%) - HUMAX,18100.0,0,LACTULOSA
SOLINSA FEBRERO,HUMAX,20087761-02,LACTULOSA 66.7G/100ML SOL ORL SOBX15ML CX12 (CONSTILAX) - HUMAX,1469.0,0,LACTULOSA
SOLINSA FEBRERO,FRESENIUS KABI,19904682-05,L-ALANINA+L-GLUTAMINA (8.20G+13.46G)/100ML SOL INY VIALX100ML CX10 (DIPEPTIVEN) - FRESENIUS,331111.0,0,L-ALANINA+L-GLUTAMINA
SOLINSA FEBRERO,HUMAX,19975104-03,LAMIVUDINA 10MG/ML SOL ORL C*1 FCO X 240ML - HUMAX,28438.0,0,LAMIVUDINA
SOLINSA FEBRERO,HUMAX,20001515-03,LAMOTRIGINA 100MG TAB ORODISP CX100 - HUMAX,200.0,0,LAMOTRIGINA
SOLINSA FEBRERO,GLAXOSMITHKLINE,215608-01,LAMOTRIGINA 100MG TAB ORODISP CX30 (LAMICTAL) - GLAXOSMITHKLINE,332.0,0,LAMOTRIGINA
SOLINSA FEBRERO,GLAXOSMITHKLINE,230133-02,LAMOTRIGINA 200MG TAB ORODISP CX30 (LAMICTAL) - GLAXOSMITHKLINE,785.0,0,LAMOTRIGINA
SOLINSA FEBRERO,GLAXOSMITHKLINE,215610-01,LAMOTRIGINA 25MG TAB ORODISP CX30 (LAMICTAL) - GLAXOSMITHKLINE,230.0,0,LAMOTRIGINA
SOLINSA FEBRERO,HUMAX,20001516-03,LAMOTRIGINA 50MG TAB ORODISP CX100 - HUMAX,157.0,0,LAMOTRIGINA
SOLINSA FEBRERO,GLAXOSMITHKLINE,19935908-02,LAMOTRIGINA 50MG TAB ORODISP CX30 (LAMICTAL) - GLAXOSMITHKLINE,265.0,0,LAMOTRIGINA
SOLINSA FEBRERO,GLAXOSMITHKLINE,215612-04,LAMOTRIGINA 5MG TAB ORODISP FCOX30 CX1 (LAMICTAL) - GLAXOSMITHKLINE,80.0,0,LAMOTRIGINA
SOLINSA FEBRERO,IPSEN,19995723-01,LANREOTIDA 120MG/0.5ML SOL INY JERPREX0.5ML CX1 (SOMATULINE AUTOGEL) - IPSEN,4499300.0,0,LANREOTIDA
SOLINSA FEBRERO,IPSEN,19935650-01,LANREOTIDA 60MG SOL INY C*1 JERPRE X 0.5ML (SOMATULINE AUTOGEL) - IPSEN,2249200.0,0,LANREOTIDA
SOLINSA FEBRERO,HETERO,20145955-01,LANSOPRAZOL 15MG CAP LIB RET CX14 (LANGENIX) - HETERO,348.0,0,LANSOPRAZOL
SOLINSA FEBRERO,PROCAPS,19939607-30,LANSOPRAZOL 15MG CAP LIB RET CX30 (REFLUYET) - PROCAPS,382.0,0,LANSOPRAZOL
SOLINSA FEBRERO,BIOQUIFAR,20172406-03,LANSOPRAZOL 30MG C*250 CAP LIB RET (DIZMOPRAZ) - BIOQUIFAR,163.0,0,LANSOPRAZOL
SOLINSA FEBRERO,NOVAMED,20057384-04,LANSOPRAZOL 30MG C*28 CAP LIB RET (LANZOR) - NOVAMED,681.0,0,LANSOPRAZOL
SOLINSA FEBRERO,GENFAR,19989033-03,LANSOPRAZOL 30MG CAP LIB RET CX14 - GENFAR,238.0,0,LANSOPRAZOL
SOLINSA FEBRERO,LA SANTE,226859-10,LANSOPRAZOL 30MG CAP LIB RET CX28 - LA SANTE,243.0,0,LANSOPRAZOL
SOLINSA FEBRERO,NOVARTIS,19981554-02,LAPATINIB 250MG TAB FCOX70 CX1 (TYKERB) - NOVARTIS,49975.0,0,LAPATINIB
SOLINSA FEBRERO,PROCAPS,19947216-05,LATANOPROST 0.05MG/ML (0.005%) SOL OFT GTS C*1 FCO X 2.5ML (LATANOX) - PROCAPS,6057.0,0,LATANOPROST
SOLINSA FEBRERO,PROCAPS,19947216-18,LATANOPROST 0.05MG/ML (0.005%) SOL OFT GTS C*25 FCO X 5ML (LATANOX) - PROCAPS,7300.0,0,LATANOPROST
SOLINSA FEBRERO,ASPEN,213704-01,LATANOPROST 0.05MG/ML (0.005%) SOL OFT GTS FCOX2.5ML CX1 (XALATAN) - ASPEN,15763.0,0,LATANOPROST
SOLINSA FEBRERO,SOPHIA,19949566-01,LATANOPROST 0.05MG/ML (0.005%) SOL OFT GTS FCOX3ML CX1 (GAAP OFTENO) - SOPHIA,13412.0,0,LATANOPROST
SOLINSA FEBRERO,ASPEN,19918936-01,LATANOPROST+TIMOLOL (0.05MG+5MG)/ML (0.005%+0.5%) SOL OFT GTS FCO*2.5ML (XALACOM) - ASPEN,29950.0,0,LATANOPROST+TIMOLOL
SOLINSA FEBRERO,PROCAPS,19963299-01,LEFLUNOMIDA 100MG CAP CX3 (INFLAXEN) - PROCAPS,10878.0,0,LEFLUNOMIDA
SOLINSA FEBRERO,SANOFI,230658-01,LEFLUNOMIDA 20MG TAB FCOX30 CX1 (ARAVA) - SANOFI,725.0,0,LEFLUNOMIDA
SOLINSA FEBRERO,LKM S.A.,20115048-02,LENALIDOMIDA 10MG CAP CX21 (LADEVINA) - LKM S.A.,21207.0,0,LENALIDOMIDA
SOLINSA FEBRERO,HETERO,20177661-01,LENALIDOMIDA 10MG CAP CX21 (LINALIDO) - HETERO,19488.0,0,LENALIDOMIDA
SOLINSA FEBRERO,LKM S.A.,20115046-02,LENALIDOMIDA 15MG CAP CX21 (LADEVINA) - LKM S.A.,22200.0,0,LENALIDOMIDA
SOLINSA FEBRERO,HETERO,20177663-01,LENALIDOMIDA 15MG CAP CX21 (LINALIDO) - HETERO,19488.0,0,LENALIDOMIDA
SOLINSA FEBRERO,BRISTOL,19999773-01,LENALIDOMIDA 15MG CAP CX21 (REVLIMID) - BRISTOL,358750.0,0,LENALIDOMIDA
SOLINSA FEBRERO,LKM S.A.,20115050-02,LENALIDOMIDA 25MG CAP CX21 (LADEVINA) - LKM S.A.,20250.0,0,LENALIDOMIDA
SOLINSA FEBRERO,HETERO,20177578-01,LENALIDOMIDA 25MG CAP CX21 (LINALIDO) - HETERO,19488.0,0,LENALIDOMIDA
SOLINSA FEBRERO,BRISTOL,19999772-01,LENALIDOMIDA 25MG CAP CX21 (REVLIMID) - BRISTOL,418750.0,0,LENALIDOMIDA
SOLINSA FEBRERO,LKM S.A.,20115047-02,LENALIDOMIDA 5MG CAP CX21 (LADEVINA) - LKM S.A.,20250.0,0,LENALIDOMIDA
SOLINSA FEBRERO,HETERO,20177657-01,LENALIDOMIDA 5MG CAP CX21 (LINALIDO) - HETERO,19488.0,0,LENALIDOMIDA
SOLINSA FEBRERO,BIOTOSCANA,20149117-01,LENVATINIB 10MG CAP CX30 (LENVIMA) - BIOTOSCANA,370200.0,0,LENVATINIB
SOLINSA FEBRERO,BIOTOSCANA,20165217-01,LENVATINIB 4MG CAP CX30 (LENVIMA) - BIOTOSCANA,229999.0,0,LENVATINIB
SOLINSA FEBRERO,NOVARTIS,223139-01,LETROZOL 2.5MG TAB CX30 (FEMARA) - NOVARTIS,4851.0,0,LETROZOL
SOLINSA FEBRERO,HETERO,20065665-01,LETROZOL 2.5MG TAB CX30 (LETROLE) - HETERO,332.0,0,LETROZOL
SOLINSA FEBRERO,GENFAR,20058621-01,LEVETIRACETAM 1000MG TAB CX30 - GENFAR,700.0,0,LEVETIRACETAM
SOLINSA FEBRERO,MEGALABS,20007895-10,LEVETIRACETAM 1000MG TAB CX30 (CEUMID) - MEGALABS,899.0,0,LEVETIRACETAM
SOLINSA FEBRERO,GLAXOSMITHKLINE,19936411-01,LEVETIRACETAM 1000MG TAB CX30 (KEPPRA) - GLAXOSMITHKLINE,2140.0,0,LEVETIRACETAM
SOLINSA FEBRERO,CYH LAB,20107900-02,LEVETIRACETAM 100MG/ML (10%) SOL ORL FCOX300ML CX1 - CYH LAB,21560.0,0,LEVETIRACETAM
SOLINSA FEBRERO,GLAXOSMITHKLINE,19975838-04,LEVETIRACETAM 100MG/ML (10%) SOL ORL FCOX300ML CX1 (KEPPRA) - GLAXOSMITHKLINE,101900.0,0,LEVETIRACETAM
SOLINSA FEBRERO,GENFAR,20156587-02,LEVETIRACETAM 500MG C*100 TAB - GENFAR,445.0,0,LEVETIRACETAM
SOLINSA FEBRERO,GLAXOSMITHKLINE,19936412-02,LEVETIRACETAM 500MG C*30 TAB (KEPPRA) - GLAXOSMITHKLINE,1016.0,0,LEVETIRACETAM
SOLINSA FEBRERO,MEGALABS,20007896-22,LEVETIRACETAM 500MG TAB CX30 (CEUMID) - MEGALABS,529.0,0,LEVETIRACETAM
SOLINSA FEBRERO,GLAXOSMITHKLINE,19999765-01,LEVETIRACETAM 500MG/5ML SOL INY VIALX5ML CX10 (KEPPRA) - GLAXOSMITHKLINE,23550.0,0,LEVETIRACETAM
SOLINSA FEBRERO,SICMAFARMA,20232966-01,LEVETIRACETAM 500MG/5ML SOL INY VIALX5ML CX10 (LEVETROY) - SICMAFARMA,19999.0,0,LEVETIRACETAM
SOLINSA FEBRERO,CLOSTER PHARMA,20096059-02,LEVOAMLODIPINO 2.5MG TAB CX30 (ALENCAL) - CLOSTER PHARMA,1900.0,0,LEVOAMLODIPINO
SOLINSA FEBRERO,CLOSTER PHARMA,20075496-03,LEVOAMLODIPINO+VALSARTAN 2.5MG+160MG TAB CX30 (ALENCAL VALS) - CLOSTER PHARMA,2998.0,0,LEVOAMLODIPINO+VALSARTAN
SOLINSA FEBRERO,CLOSTER PHARMA,20049458-04,LEVOAMLODIPINO+VALSARTAN 2.5MG+80MG TAB CX30 (ALENCAL VALS) - CLOSTER PHARMA,2693.0,0,LEVOAMLODIPINO+VALSARTAN
SOLINSA FEBRERO,ROPSOHN,19902579-02,LEVOBUPIVACAINA 7.5MG/10ML SOL INY AMPX10ML CX24 (BUPINEST SIMPLE 0.75%) - ROPSOHN,10866.0,0,LEVOBUPIVACAINA
SOLINSA FEBRERO,PROCAPS,19987729-02,LEVOCETIRIZINA 2.5MG/5ML JBE C*1 FCO X 120ML (LEVOTREX FRUTOS ROJOS) - PROCAPS,15245.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,NOVAMED,20069954-04,LEVOCETIRIZINA 2.5MG/5ML JBE FCOX120ML CX1 (LEVODRINE) - NOVAMED,24750.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,PROCAPS,19942300-03,LEVOCETIRIZINA 5MG C*10 CAP (LEVOTREX) - PROCAPS,570.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,HETERO,20094238-01,LEVOCETIRIZINA 5MG C*30 TAB (CETRILEV) - HETERO,159.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,GLENMARK,20142846-01,LEVOCETIRIZINA 5MG TAB CX30 (GLENCET) - GLENMARK,190.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,MK,20120627-02,LEVOCETIRIZINA 5MG/5ML SOL ORL FCOX60ML CX1 - MK,21846.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,SIEGFRIED,19964686-08,LEVOCETIRIZINA 5MG/ML SOL ORL GTS FCOX20ML CX1 (LEZAT) - SIEGFRIED,10780.0,0,LEVOCETIRIZINA
SOLINSA FEBRERO,LAFRANCOL,20151816-17,LEVOCETIRIZINA+MONTELUKAST 2.5MG+5MG TAB MAST CX30 (BROCRIPTIN) - LAFRANCOL,4013.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,GLENMARK,20142847-02,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*1 FCO X 14 TAB (GLEMONT L) - GLENMARK,1315.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,PROCAPS,20171823-03,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*30 CAP (RENESTEX) - PROCAPS,4415.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,LAFRANCOL,20151832-24,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*30 TAB MAST (BROCRIPTIN) - LAFRANCOL,4390.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,GLENMARK,20142847-03,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG FCO*28 TAB (GLEMONT L) - GLENMARK,1315.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,MSN,20157620-02,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG TAB CX30 (BREATHEZY - MSN,1074.0,0,LEVOCETIRIZINA+MONTELUKAST
SOLINSA FEBRERO,NOVAMED,20103866-06,LEVOCLOPERASTINA 4MG/ML SUSP ORL C*1 FCO X 120ML (LEVRONC CEREZA 0.4%) - NOVAMED,24750.0,0,LEVOCLOPERASTINA
SOLINSA FEBRERO,BAGO,19903434-02,LEVODROPROPIZINA 60MG/10ML JBE FCOX120ML CX1 (LEVOPRONT) - BAGO,34589.0,0,LEVODROPROPIZINA
SOLINSA FEBRERO,EURODRUG,19964233-03,LEVODROPROPIZINA 60MG/10ML JBE FCOX120ML CX1 (PERCOF) - EURODRUG,33178.0,0,LEVODROPROPIZINA
SOLINSA FEBRERO,MSN,20053867-04,LEVOFLOXACINA 500MG TAB CX7 (SAFELEVO) - MSN,1490.0,0,LEVOFLOXACINA
SOLINSA FEBRERO,SOPHIA,20134443-01,LEVOFLOXACINA 5MG/ML SOL OFT GTS C*1 FCO X 5ML (LANDAX) - SOPHIA,66000.0,0,LEVOFLOXACINA
SOLINSA FEBRERO,EUROFARMA,20094747-01,LEVOFLOXACINA 750MG TAB CX5 (PRINF) - EUROFARMA,880.0,0,LEVOFLOXACINA
SOLINSA FEBRERO,ACTIFARMA,19953848-01,LEVOMEPROMAZINA 100MG C*100 TAB - ACTIFARMA,490.0,0,LEVOMEPROMAZINA
SOLINSA FEBRERO,HUMAX,19973772-05,LEVOMEPROMAZINA 25MG TAB CX100 - HUMAX,224.0,0,LEVOMEPROMAZINA
SOLINSA FEBRERO,SANOFI,19921589-02,LEVOMEPROMAZINA 40MG/ML SOL ORL GTS FCO*20ML (SINOGAN 4%) - SANOFI,48700.0,0,LEVOMEPROMAZINA
SOLINSA FEBRERO,HUMAX,19977387-02,LEVOMEPROMAZINA 40MG/ML SOL ORL GTS FCOX20ML CX1 - HUMAX,6650.0,0,LEVOMEPROMAZINA
SOLINSA FEBRERO,NOVAMED,20052210-01,LEVONORGESTREL 0.75MG TAB CX2 (LIBELLE) - NOVAMED,3000.0,0,LEVONORGESTREL
SOLINSA FEBRERO,BAYER,20046501-03,LEVONORGESTREL 13.5MG SIST INTRAUT CX1 (JAYDESS) - BAYER,410663.0,0,LEVONORGESTREL
SOLINSA FEBRERO,BAYER,20104320-01,LEVONORGESTREL 19.5MG SIST INTRAUT CX1 (KYLEENA) - BAYER,540000.0,0,LEVONORGESTREL
SOLINSA FEBRERO,BAYER,19900498-06,LEVONORGESTREL 52MG SIST INTRAUT CX1 (MIRENA) - BAYER,426999.0,0,LEVONORGESTREL
SOLINSA FEBRERO,LAFRANCOL,20069479-22,LEVONORGESTREL 75MG IMPLANT SUB 2 VARILLAS CX1 (SINOIMPLANT 150MG) - LAFRANCOL,88900.0,0,LEVONORGESTREL
SOLINSA FEBRERO,BAYER,19934015-03,LEVONORGESTREL 75MG IMPLANT SUB KIT DE INSERCION + 2 IMPLAN CX1 (JADELLE) - BAYER,88900.0,0,LEVONORGESTREL
SOLINSA FEBRERO,XINETIX PHARMA,20143428-03,LEVOSIMENDAN 12.5MG POL INY VIAL CX1 (DAXMEN) - XINETIX PHARMA,721999.0,0,LEVOSIMENDAN
SOLINSA FEBRERO,ADIUM,19929840-01,LEVOSIMENDAN 12.5MG/5ML SOL INY VIALX5ML CX1 (DAXIM) - ADIUM,1618718.0,0,LEVOSIMENDAN
SOLINSA FEBRERO,BUSSIE,19970654-03,LEVOSULPIRIDA 25MG TAB CX30 (LEPRIT) - BUSSIE,464.0,0,LEVOSULPIRIDA
SOLINSA FEBRERO,MEGALABS,20007638-05,LEVOSULPIRIDE 25MG C*20 TAB (SULPRID) - MEGALABS,588.0,0,LEVOSULPIRIDE
SOLINSA FEBRERO,BUSSIE,20027412-09,LEVOSULPIRIDE+PANCREATINA+SIMETICONA 25MG+150MG+80MG C*60 TAB (LEPRIT ENZIMATICO) - BUSSIE,1214.0,0,LEVOSULPIRIDE+PANCREATINA+SIMETICONA
SOLINSA FEBRERO,NOVAMED,20103120-21,LEVOSULPIRIDE+PANCREATINA+SIMETICONA 25MG+150MG+80MG TAB LIB RET CX60 (DIMOFLAX) - NOVAMED,1039.0,0,LEVOSULPIRIDE+PANCREATINA+SIMETICONA
SOLINSA FEBRERO,SIEGFRIED,42722-23,LEVOTIROXINA SODICA 100MCG TAB CX300 - SIEGFRIED,34.0,0,LEVOTIROXINA SODICA
SOLINSA FEBRERO,MERCK,32602-02,LEVOTIROXINA SODICA 100MCG TAB CX50 (EUTIROX) - MERCK,80.0,0,LEVOTIROXINA SODICA
SOLINSA FEBRERO,SIEGFRIED,42722-03,LEVOTIROXINA SODICA 100MCG TAB CX50 (TIROXIN) - SIEGFRIED,435.0,0,LEVOTIROXINA SODICA
