proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,BOGOTA,TECNOFAR TQ,20019337-04,CLOBETASOL PROPIONATO 0.05G/100G (0.05%) CREM TOP TUBX30G CX1 - TECNOFAR TQ,6867,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOFAR TQ,20019337-04,CLOBETASOL PROPIONATO 0.05G/100G (0.05%) CREM TOP TUBX30G CX1 - TECNOFAR TQ,6867,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOFAR TQ,20019337-04,CLOBETASOL PROPIONATO 0.05G/100G (0.05%) CREM TOP TUBX30G CX1 - TECNOFAR TQ,6867,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,20019360-02,ACETAMINOFEN+TIZANIDINA 325MG+2MG TAB CX20 (ALGI-B) - MEGALABS,16000,ACETAMINOFEN+TIZANIDINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,20019360-02,ACETAMINOFEN+TIZANIDINA 325MG+2MG TAB CX20 (ALGI-B) - MEGALABS,16000,ACETAMINOFEN+TIZANIDINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,20019360-02,ACETAMINOFEN+TIZANIDINA 325MG+2MG TAB CX20 (ALGI-B) - MEGALABS,16000,ACETAMINOFEN+TIZANIDINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,CHALVER,20019426-02,BETAMETASONA+CLOTRIMAZOL+NEOMICINA (0.04G+1G+0.5G)/100G LOC TOP FCOX50ML (TRIGENTAX) - CHALVER,65075,BETAMETASONA+CLOTRIMAZOL+NEOMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,FAES FARMA,20019744-02,BUDESONIDA 200MCG/DOSIS AEROSOL INH BUC FCOX200 DOSIS CX1 (BUDESYNT) - FAES FARMA,28250,BUDESONIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,FAES FARMA,20019744-02,BUDESONIDA 200MCG/DOSIS AEROSOL INH BUC FCOX200 DOSIS CX1 (BUDESYNT) - FAES FARMA,28250,BUDESONIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FAES FARMA,20019744-02,BUDESONIDA 200MCG/DOSIS AEROSOL INH BUC FCOX200 DOSIS CX1 (BUDESYNT) - FAES FARMA,28250,BUDESONIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,TECNOFAR TQ,20019906-01,N-ACETILCISTEINA 200MG/5ML JBE C*1 FCO X 120ML (AFLUX ADULTOS) - TECNOFAR TQ,21455,N-ACETILCISTEINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,TECNOFAR TQ,20019906-01,N-ACETILCISTEINA 200MG/5ML JBE C*1 FCO X 120ML (AFLUX ADULTOS) - TECNOFAR TQ,21455,N-ACETILCISTEINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BIOCODEX,20019908-04,SACCHAROMYCES BOULARDII 250MG CAP CX10 (FLORATIL) - BIOCODEX,60240,SACCHAROMYCES BOULARDII,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BIOCODEX,20019908-04,SACCHAROMYCES BOULARDII 250MG CAP CX10 (FLORATIL) - BIOCODEX,60240,SACCHAROMYCES BOULARDII,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIOCODEX,20019908-04,SACCHAROMYCES BOULARDII 250MG CAP CX10 (FLORATIL) - BIOCODEX,60240,SACCHAROMYCES BOULARDII,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LAFRANCOL,20019972-05,PANCREATINA 300MG CAP LIB RET CX50 (CREON 25 000) - LAFRANCOL,177700,PANCREATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20019972-05,PANCREATINA 300MG CAP LIB RET CX50 (CREON 25 000) - LAFRANCOL,177700,PANCREATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ABBOTT,20020097-01,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ABBOTT,20020097-01,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ABBOTT,20020097-01,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX MANZANA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ABBOTT,20020097-02,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ABBOTT,20020097-02,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ABBOTT,20020097-02,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX UVA + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ABBOTT,20020097-06,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ABBOTT,20020097-06,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ABBOTT,20020097-06,SALES DE REHIDRATACION 60 MEQ SOL ORL FCOX500ML (PEDIALYTE MAX COCO + ZINC) - ABBOTT,7999,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20020184-15,ATORVASTATINA 40MG TAB CX300 (ESTATLEN) - SIEGFRIED,29700,ATORVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20020184-15,ATORVASTATINA 40MG TAB CX300 (ESTATLEN) - SIEGFRIED,29700,ATORVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20020184-15,ATORVASTATINA 40MG TAB CX300 (ESTATLEN) - SIEGFRIED,29700,ATORVASTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,20020351-08,ISOTRETINOINA 10MG CAP CX30 (ISOFACE) - PROCAPS,30000,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,20020351-08,ISOTRETINOINA 10MG CAP CX30 (ISOFACE) - PROCAPS,30000,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,20020351-08,ISOTRETINOINA 10MG CAP CX30 (ISOFACE) - PROCAPS,30000,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,20020357-10,ISOTRETINOINA 20MG CAP CX30 (ISOFACE) - PROCAPS,35800,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROCAPS,20020357-10,ISOTRETINOINA 20MG CAP CX30 (ISOFACE) - PROCAPS,35800,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,20020357-10,ISOTRETINOINA 20MG CAP CX30 (ISOFACE) - PROCAPS,35800,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BUSSIE,20020401-02,MELOXICAM 1G/100G (1%) GEL TOP C*1 TUB X 40G (OCAM) - BUSSIE,25859,MELOXICAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BUSSIE,20020401-02,MELOXICAM 1G/100G (1%) GEL TOP C*1 TUB X 40G (OCAM) - BUSSIE,25859,MELOXICAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ABBOTT,20020607-01,SALES DE REHIDRATACION 45 MEQ SOL ORL FCOX500ML (PEDIALYTE FRESA + ZINC) - ABBOTT,6371,SALES DE REHIDRATACION,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,20020975-03,BETAMETASONA 8MG/2ML SOL INY AMPX2ML CX5 (BETAZKOV) - BLASKOV,4500,BETAMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BLASKOV,20020975-03,BETAMETASONA 8MG/2ML SOL INY AMPX2ML CX5 (BETAZKOV) - BLASKOV,4500,BETAMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PISA,20021159-01,INSULINA HUMANA ISOFANA (NPH) 100UI/ML SUSP INY VIALX10ML CX1 (INSULEX N) - PISA,11007,INSULINA HUMANA ISOFANA (NPH),,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PISA,20021159-01,INSULINA HUMANA ISOFANA (NPH) 100UI/ML SUSP INY VIALX10ML CX1 (INSULEX N) - PISA,11007,INSULINA HUMANA ISOFANA (NPH),,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PENTACOOP,20021392-01,ACIDO FUSIDICO 2G/100G (2%) CREM TOP TUBX15G CX1 - PENTACOOP,3701,ACIDO FUSIDICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PENTACOOP,20021392-01,ACIDO FUSIDICO 2G/100G (2%) CREM TOP TUBX15G CX1 - PENTACOOP,3701,ACIDO FUSIDICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PENTACOOP,20021392-01,ACIDO FUSIDICO 2G/100G (2%) CREM TOP TUBX15G CX1 - PENTACOOP,3701,ACIDO FUSIDICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,OSA,20021507-01,PEROXIDO HIDROGENO 3.6G/100ML SOL TOP FCO*120ML (AGUA OXIGENADA) - OSA,2495,PEROXIDO HIDROGENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,OSA,20021507-01,PEROXIDO HIDROGENO 3.6G/100ML SOL TOP FCO*120ML (AGUA OXIGENADA) - OSA,2495,PEROXIDO HIDROGENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,OSA,20021507-01,PEROXIDO HIDROGENO 3.6G/100ML SOL TOP FCO*120ML (AGUA OXIGENADA) - OSA,2495,PEROXIDO HIDROGENO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BEST,20021760-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX90ML CX1 (NADOREX) - BEST,8800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BEST,20021760-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX90ML CX1 (NADOREX) - BEST,8800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BEST,20021760-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX90ML CX1 (NADOREX) - BEST,8800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GLAXOSMITHKLINE,20021767-02,CLOBETASOL PROPIONATO 0.05G/100G (0.05%) CREM TOP TUBX30G CX1 (DERMOVATE) - GLAXOSMITHKLINE,19009,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GLAXOSMITHKLINE,20021767-02,CLOBETASOL PROPIONATO 0.05G/100G (0.05%) CREM TOP TUBX30G CX1 (DERMOVATE) - GLAXOSMITHKLINE,19009,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GLAXOSMITHKLINE,20021844-03,CLOBETASOL PROPIONATO 0.05G/100G UNG TOP C*1 TUB X 40G (DERMOVATE 0.05%) - GLAXOSMITHKLINE,25330,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GLAXOSMITHKLINE,20021844-03,CLOBETASOL PROPIONATO 0.05G/100G UNG TOP C*1 TUB X 40G (DERMOVATE 0.05%) - GLAXOSMITHKLINE,25330,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GLAXOSMITHKLINE,20021844-03,CLOBETASOL PROPIONATO 0.05G/100G UNG TOP C*1 TUB X 40G (DERMOVATE 0.05%) - GLAXOSMITHKLINE,25330,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BLASKOV,20022399-05,SULFACETAMIDA 100MG/ML (10%) SOL OFT GTS FCOX15ML CX100 (SULFAOFTAL) - BLASKOV,658600,SULFACETAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BLASKOV,20022399-05,SULFACETAMIDA 100MG/ML (10%) SOL OFT GTS FCOX15ML CX100 (SULFAOFTAL) - BLASKOV,658600,SULFACETAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BLASKOV,20022399-05,SULFACETAMIDA 100MG/ML (10%) SOL OFT GTS FCOX15ML CX100 (SULFAOFTAL) - BLASKOV,658600,SULFACETAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PHARMA CID,20022446-02,MIDODRINA 5 MG TAB CX20 - PHARMA CID,110000,MIDODRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PHARMA CID,20022446-02,MIDODRINA 5 MG TAB CX20 - PHARMA CID,110000,MIDODRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PHARMA CID,20022446-02,MIDODRINA 5 MG TAB CX20 - PHARMA CID,110000,MIDODRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,A. MENARINI,20022567-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMETECANLO) - A. MENARINI,203250,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,A. MENARINI,20022567-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMETECANLO) - A. MENARINI,203250,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,A. MENARINI,20022567-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMETECANLO) - A. MENARINI,203250,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,A. MENARINI,20022570-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 5MG+20MG TAB CX30 (OLMETEC ANLO) - A. MENARINI,111000,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,A. MENARINI,20022570-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 5MG+20MG TAB CX30 (OLMETEC ANLO) - A. MENARINI,111000,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,A. MENARINI,20022571-03,AMLODIPINO+OLMESARTAN MEDOXOMIL 5MG+40MG TAB CX30 (OLMETECANLO) - A. MENARINI,202770,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PRAXIS PHARMACEUTICAL,20022626-01,FACTOR CRECIMIENTO EPIDERMICO RECOMBINANTE 75MCG POL LIOF INY VIAL CX1 (EPIPROT) - PRAXIS PHARMACEUTICAL,1966000,FACTOR CRECIMIENTO EPIDERMICO RECOMBINANTE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PRAXIS PHARMACEUTICAL,20022626-01,FACTOR CRECIMIENTO EPIDERMICO RECOMBINANTE 75MCG POL LIOF INY VIAL CX1 (EPIPROT) - PRAXIS PHARMACEUTICAL,1966000,FACTOR CRECIMIENTO EPIDERMICO RECOMBINANTE,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROFMA,20022631-02,NISTATINA 100.000UI/G CREM TOP TUBX30G CX1 (TISAT) - PROFMA,10200,NISTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PROFMA,20022631-02,NISTATINA 100.000UI/G CREM TOP TUBX30G CX1 (TISAT) - PROFMA,10200,NISTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROFMA,20022631-02,NISTATINA 100.000UI/G CREM TOP TUBX30G CX1 (TISAT) - PROFMA,10200,NISTATINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LABQUIFAR,20022851-16,ACICLOVIR 800MG TAB CX100 (ACTIVIRAL) - LABQUIFAR,45100,ACICLOVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LABQUIFAR,20022851-16,ACICLOVIR 800MG TAB CX100 (ACTIVIRAL) - LABQUIFAR,45100,ACICLOVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LABQUIFAR,20022851-16,ACICLOVIR 800MG TAB CX100 (ACTIVIRAL) - LABQUIFAR,45100,ACICLOVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROFMA,20022960-01,CLOBETASOL PROPIONATO 0.5MG/ML (0.05%) SOL TOP C*1 FCO X 60ML (TRIMICORT) - PROFMA,15200,CLOBETASOL PROPIONATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BOEHRINGER,20023511-03,LINAGLIPTINA 5MG TAB CX30 (TRAYENTA) - BOEHRINGER,121650,LINAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BOEHRINGER,20023511-03,LINAGLIPTINA 5MG TAB CX30 (TRAYENTA) - BOEHRINGER,121650,LINAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BOEHRINGER,20023511-03,LINAGLIPTINA 5MG TAB CX30 (TRAYENTA) - BOEHRINGER,121650,LINAGLIPTINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,INCOBRA,20023640-01,ESCITALOPRAM 10MG C*30 TAB (DEPRALIN) - INCOBRA,3570,ESCITALOPRAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,INCOBRA,20023640-01,ESCITALOPRAM 10MG C*30 TAB (DEPRALIN) - INCOBRA,3570,ESCITALOPRAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,INCOBRA,20023640-01,ESCITALOPRAM 10MG C*30 TAB (DEPRALIN) - INCOBRA,3570,ESCITALOPRAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BUSSIE,20023655-01,TIOCOLCHICOSIDO 8MG TAB CX10 (TIOCOLSID) - BUSSIE,12990,TIOCOLCHICOSIDO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BUSSIE,20023655-01,TIOCOLCHICOSIDO 8MG TAB CX10 (TIOCOLSID) - BUSSIE,12990,TIOCOLCHICOSIDO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HUMAX,20023907-01,ATAZANAVIR 300MG CAP CX30 - HUMAX,44970,ATAZANAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HUMAX,20023907-01,ATAZANAVIR 300MG CAP CX30 - HUMAX,44970,ATAZANAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,RPG LIFE SCIENCES,20023909-01,AZATIOPRINA 50MG TAB CX100 - RPG LIFE SCIENCES,24500,AZATIOPRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,RPG LIFE SCIENCES,20023909-01,AZATIOPRINA 50MG TAB CX100 - RPG LIFE SCIENCES,24500,AZATIOPRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,RPG LIFE SCIENCES,20023909-01,AZATIOPRINA 50MG TAB CX100 - RPG LIFE SCIENCES,24500,AZATIOPRINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ARMOFAR,20023975-01,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.3G+2G)/100ML JBE FCOX120ML CX1 (TUSSINAR) - ARMOFAR,9877,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ARMOFAR,20023975-01,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.3G+2G)/100ML JBE FCOX120ML CX1 (TUSSINAR) - ARMOFAR,9877,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,INCOBRA,20023989-01,MOMETASONA 0.1G/100G (0.1%) SOL TOP FCOX30ML CX1 (FURODERM) - INCOBRA,8747,MOMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,INCOBRA,20023989-01,MOMETASONA 0.1G/100G (0.1%) SOL TOP FCOX30ML CX1 (FURODERM) - INCOBRA,8747,MOMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20024180-17,FENOFIBRATO 200MG CAP CX100 (NORTRICOL) - SIEGFRIED,36000,FENOFIBRATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20024180-17,FENOFIBRATO 200MG CAP CX100 (NORTRICOL) - SIEGFRIED,36000,FENOFIBRATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20024180-17,FENOFIBRATO 200MG CAP CX100 (NORTRICOL) - SIEGFRIED,36000,FENOFIBRATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGALABS,20024550-01,"MOMETASONA 50MCG/DOSIS (0,05%) SUSP NAS C*1 FCO SPRAY 140 PULS (18G)(RINOSAL) - MEGALABS",10477,MOMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGALABS,20024550-01,"MOMETASONA 50MCG/DOSIS (0,05%) SUSP NAS C*1 FCO SPRAY 140 PULS (18G)(RINOSAL) - MEGALABS",10477,MOMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGALABS,20024550-01,"MOMETASONA 50MCG/DOSIS (0,05%) SUSP NAS C*1 FCO SPRAY 140 PULS (18G)(RINOSAL) - MEGALABS",10477,MOMETASONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVARTIS,20024562-05,PAZOPANIB 200MG TAB FCOX30 CX1 (VOTRIENT) - NOVARTIS,1662720,PAZOPANIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HALEON,20024789-03,IBUPROFENO+METOCARBAMOL 200MG+500MG TAB CX20 (ROBAXIN GOLD) - HALEON,78200,IBUPROFENO+METOCARBAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HALEON,20024789-03,IBUPROFENO+METOCARBAMOL 200MG+500MG TAB CX20 (ROBAXIN GOLD) - HALEON,78200,IBUPROFENO+METOCARBAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HALEON,20024789-03,IBUPROFENO+METOCARBAMOL 200MG+500MG TAB CX20 (ROBAXIN GOLD) - HALEON,78200,IBUPROFENO+METOCARBAMOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,EMCURE PHARMACEUTICALS,20024886-05,SEVELAMER HCL 800MG TAB CX90 (DILUTASE) - EMCURE PHARMACEUTICALS,149220,SEVELAMER HCL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,EMCURE PHARMACEUTICALS,20024886-05,SEVELAMER HCL 800MG TAB CX90 (DILUTASE) - EMCURE PHARMACEUTICALS,149220,SEVELAMER HCL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BLASKOV,20025151-03,PROPOFOL 10MG/ML (1%) EMUL INY VIALX20ML CX1 (BLOFOP) - BLASKOV,8200,PROPOFOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BLASKOV,20025151-03,PROPOFOL 10MG/ML (1%) EMUL INY VIALX20ML CX1 (BLOFOP) - BLASKOV,8200,PROPOFOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,NOVAMED,20025310-09,NIFEDIPINO (24H) 30MG CAP LIB PRO CX300 - NOVAMED,67200,NIFEDIPINO (24H),,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,NOVAMED,20025310-09,NIFEDIPINO (24H) 30MG CAP LIB PRO CX300 - NOVAMED,67200,NIFEDIPINO (24H),,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,NOVAMED,20025310-09,NIFEDIPINO (24H) 30MG CAP LIB PRO CX300 - NOVAMED,67200,NIFEDIPINO (24H),,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20025656-06,METIMAZOL 5MG C*100 TAB (METLINA) - SIEGFRIED,8800,METIMAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20025656-06,METIMAZOL 5MG C*100 TAB (METLINA) - SIEGFRIED,8800,METIMAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20025656-06,METIMAZOL 5MG C*100 TAB (METLINA) - SIEGFRIED,8800,METIMAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LABQUIFAR,20026114-03,SULFASALAZINA 500MG TAB LIB RET CX30 (SALAZIN) - LABQUIFAR,10530,SULFASALAZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LABQUIFAR,20026114-03,SULFASALAZINA 500MG TAB LIB RET CX30 (SALAZIN) - LABQUIFAR,10530,SULFASALAZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LABQUIFAR,20026114-03,SULFASALAZINA 500MG TAB LIB RET CX30 (SALAZIN) - LABQUIFAR,10530,SULFASALAZINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,CORPAUL,20026118-04,FLUCONAZOL 200MG/100ML SOL INY BOL*100ML - CORPAUL,4306,FLUCONAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,CORPAUL,20026118-04,FLUCONAZOL 200MG/100ML SOL INY BOL*100ML - CORPAUL,4306,FLUCONAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,CORPAUL,20026118-04,FLUCONAZOL 200MG/100ML SOL INY BOL*100ML - CORPAUL,4306,FLUCONAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,RYAN,20026284-04,CIPROFLOXACINO 100MG/10ML SOL INY C*50 VIAL X 10ML - RYAN,118300,CIPROFLOXACINO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,RYAN,20026284-04,CIPROFLOXACINO 100MG/10ML SOL INY C*50 VIAL X 10ML - RYAN,118300,CIPROFLOXACINO,,,,,,SIN_REGULACION_EN_BD
